Project, TotFiles, CodeFiles, CodeLines, CommLines, DevDays, AgeDays, TotCommits, CodeCommits, TotIssues, CodeIssues, TotFaults, CodeFaults, TotChanges, CodeChanges, TotAuthors, CodeAuthors, FaultDist, FaultCode, FaultGini, CodeGini
junit4, 1663, 290, 11857, 5667, 5630, 5647, 2087, 260, 0, 0, 798, 264, 1664, 290, 152, 115, 20-55, 20-33, 0.5, 0.57
