sep=,
Group,BinaryPath,GitPath,URL,Name,Description,Language,Stars,Size,PushDate,hasIssues,Forks
romainguy,/run/media/roy/Data/top1000/romainguy-google-io-2014,/run/media/roy/Data/top1000/romainguy-google-io-2014,https://github.com/romainguy/google-io-2014,google-io-2014,Demo for the Material Witness talk I gave at Google I/O.,Java,1284,5438,Mon Dec 08 20:44:28 CET 2014,true,314
JakeWharton,/run/media/roy/Data/top1000/JakeWharton-NineOldAndroids,/run/media/roy/Data/top1000/JakeWharton-NineOldAndroids,https://github.com/JakeWharton/NineOldAndroids,NineOldAndroids,[DEPRECATED] Android library for using the Honeycomb animation API on all versions of the platform back to 1.0!,Java,3533,1207,Sat Apr 23 06:31:21 CEST 2016,true,1597
mthli,/run/media/roy/Data/top1000/mthli-Knife,/run/media/roy/Data/top1000/mthli-Knife,https://github.com/mthli/Knife,Knife,Knife is a rich text editor component for writing documents in Android.,Java,1141,1109,Wed Mar 09 08:39:41 CET 2016,true,119
takahirom,/run/media/roy/Data/top1000/takahirom-PreLollipopTransition,/run/media/roy/Data/top1000/takahirom-PreLollipopTransition,https://github.com/takahirom/PreLollipopTransition,PreLollipopTransition,Simple tool which help you to implement activity and fragment transition for pre-Lollipop devices.,Java,809,451,Sun May 01 17:02:35 CEST 2016,true,169
dinocore1,/run/media/roy/Data/top1000/dinocore1-DevsmartLib-Android,/run/media/roy/Data/top1000/dinocore1-DevsmartLib-Android,https://github.com/dinocore1/DevsmartLib-Android,DevsmartLib-Android,A Horizontal ListView for Android,Java,799,416,Mon Oct 29 14:44:41 CET 2012,true,569
yydcdut,/run/media/roy/Data/top1000/yydcdut-PhotoNoter,/run/media/roy/Data/top1000/yydcdut-PhotoNoter,https://github.com/yydcdut/PhotoNoter,PhotoNoter,:notebook:Material Design风格的开源照片笔记。(MVP+Dagger2+RxJava+Dex分包脚本+Dex异步加载)      ,Java,955,81500,Wed May 11 06:31:48 CEST 2016,true,190
alibaba,/run/media/roy/Data/top1000/alibaba-mdrill,/run/media/roy/Data/top1000/alibaba-mdrill,https://github.com/alibaba/mdrill,mdrill,for千亿数据即席分析,Java,816,132973,Fri Jul 25 11:22:06 CEST 2014,true,496
linkedin,/run/media/roy/Data/top1000/linkedin-databus,/run/media/roy/Data/top1000/linkedin-databus,https://github.com/linkedin/databus,databus,Source-agnostic distributed change data capture system,Java,1044,51304,Sat May 28 22:11:17 CEST 2016,true,282
sqlcipher,/run/media/roy/Data/top1000/sqlcipher-android-database-sqlcipher,/run/media/roy/Data/top1000/sqlcipher-android-database-sqlcipher,https://github.com/sqlcipher/android-database-sqlcipher,android-database-sqlcipher,Android SQLite API based on SQLCipher,Java,804,78929,Sun May 29 21:08:32 CEST 2016,true,313
konifar,/run/media/roy/Data/top1000/konifar-android-material-design-icon-generator-plugin,/run/media/roy/Data/top1000/konifar-android-material-design-icon-generator-plugin,https://github.com/konifar/android-material-design-icon-generator-plugin,android-material-design-icon-generator-plugin,This plugin help you to set material design icon to your project.,Java,1190,177825,Wed May 18 03:23:48 CEST 2016,true,104
sk89q,/run/media/roy/Data/top1000/sk89q-WorldEdit,/run/media/roy/Data/top1000/sk89q-WorldEdit,https://github.com/sk89q/WorldEdit,WorldEdit,An in-game voxel map editor for Minecraft,Java,848,13003,Tue May 31 01:44:33 CEST 2016,false,468
hongyangAndroid,/run/media/roy/Data/top1000/hongyangAndroid-okhttp-utils,/run/media/roy/Data/top1000/hongyangAndroid-okhttp-utils,https://github.com/hongyangAndroid/okhttp-utils,okhttp-utils,okhttp的辅助类,Java,2258,17128,Wed Jun 01 17:30:40 CEST 2016,true,1021
spring-projects,/run/media/roy/Data/top1000/spring-projects-spring-loaded,/run/media/roy/Data/top1000/spring-projects-spring-loaded,https://github.com/spring-projects/spring-loaded,spring-loaded,Java agent that enables class reloading in a running JVM,Java,1188,35153,Wed May 04 16:11:48 CEST 2016,true,229
romainguy,/run/media/roy/Data/top1000/romainguy-ViewServer,/run/media/roy/Data/top1000/romainguy-ViewServer,https://github.com/romainguy/ViewServer,ViewServer,Local server for Android's HierarchyViewer,Java,1606,195,Tue Feb 02 03:50:29 CET 2016,true,451
google,/run/media/roy/Data/top1000/google-agera,/run/media/roy/Data/top1000/google-agera,https://github.com/google/agera,agera,Reactive Programming for Android,Java,5154,952,Thu Jun 02 10:44:20 CEST 2016,true,419
txusballesteros,/run/media/roy/Data/top1000/txusballesteros-bubbles-for-android,/run/media/roy/Data/top1000/txusballesteros-bubbles-for-android,https://github.com/txusballesteros/bubbles-for-android,bubbles-for-android,Bubbles for Android is an Android library to provide chat heads capabilities on your apps. With a fast way to integrate with your development.,Java,865,6255,Thu Mar 17 09:59:19 CET 2016,true,138
Rajawali,/run/media/roy/Data/top1000/Rajawali-Rajawali,/run/media/roy/Data/top1000/Rajawali-Rajawali,https://github.com/Rajawali/Rajawali,Rajawali,Android OpenGL ES 2.0/3.0 Engine,Java,972,51364,Sun May 29 04:06:52 CEST 2016,true,443
wildfly,/run/media/roy/Data/top1000/wildfly-wildfly,/run/media/roy/Data/top1000/wildfly-wildfly,https://github.com/wildfly/wildfly,wildfly,WildFly Application Server,Java,1619,231665,Thu Jun 02 10:41:57 CEST 2016,true,1588
android-cjj,/run/media/roy/Data/top1000/android-cjj-BeautifulRefreshLayout,/run/media/roy/Data/top1000/android-cjj-BeautifulRefreshLayout,https://github.com/android-cjj/BeautifulRefreshLayout,BeautifulRefreshLayout,A bueautiful RefreshLayout,Java,823,3753,Tue Mar 29 06:40:42 CEST 2016,true,219
TencentOpen,/run/media/roy/Data/top1000/TencentOpen-GT,/run/media/roy/Data/top1000/TencentOpen-GT,https://github.com/TencentOpen/GT,GT,GT (Great Tit) is a portable debugging tool for bug hunting and performance tuning on smartphones anytime and anywhere just as listening music with Walkman. GT can act as the Integrated Debug Environment by directly running on smartphones.,Java,1287,8997,Thu Jun 02 04:07:59 CEST 2016,true,248
alibaba,/run/media/roy/Data/top1000/alibaba-canal,/run/media/roy/Data/top1000/alibaba-canal,https://github.com/alibaba/canal,canal,阿里巴巴mysql数据库binlog的增量订阅&消费组件,Java,1367,2222,Tue May 10 12:06:12 CEST 2016,true,772
balysv,/run/media/roy/Data/top1000/balysv-material-ripple,/run/media/roy/Data/top1000/balysv-material-ripple,https://github.com/balysv/material-ripple,material-ripple,Android L Ripple effect wrapper for Views,Java,1420,3171,Mon Apr 11 22:10:17 CEST 2016,true,320
ivacf,/run/media/roy/Data/top1000/ivacf-archi,/run/media/roy/Data/top1000/ivacf-archi,https://github.com/ivacf/archi,archi,Repository that showcases 3 Android app architectures: "Standard Android" MVP and MVVM. The exact same app is built 3 times following the different patterns.,Java,2066,1452,Mon Apr 11 00:27:44 CEST 2016,true,298
GovernmentCommunicationsHeadquarters,/run/media/roy/Data/top1000/GovernmentCommunicationsHeadquarters-Gaffer,/run/media/roy/Data/top1000/GovernmentCommunicationsHeadquarters-Gaffer,https://github.com/GovernmentCommunicationsHeadquarters/Gaffer,Gaffer,A large-scale graph database,Java,1195,8562,Thu Jun 02 09:22:09 CEST 2016,true,259
ChrisRenke,/run/media/roy/Data/top1000/ChrisRenke-DrawerArrowDrawable,/run/media/roy/Data/top1000/ChrisRenke-DrawerArrowDrawable,https://github.com/ChrisRenke/DrawerArrowDrawable,DrawerArrowDrawable,Visual back-port of the rotating drawer-to-arrow drawable from Android L,Java,757,2307,Tue Oct 14 12:59:09 CEST 2014,true,152
hibernate,/run/media/roy/Data/top1000/hibernate-hibernate-orm,/run/media/roy/Data/top1000/hibernate-hibernate-orm,https://github.com/hibernate/hibernate-orm,hibernate-orm,Hibernate's core Object/Relational Mapping functionality,Java,1843,165148,Thu Jun 02 10:48:36 CEST 2016,false,1492
mattprecious,/run/media/roy/Data/top1000/mattprecious-telescope,/run/media/roy/Data/top1000/mattprecious-telescope,https://github.com/mattprecious/telescope,telescope,A simple tool to allow easy bug report capturing within your app.,Java,931,2894,Wed Jun 01 19:38:12 CEST 2016,true,95
apache,/run/media/roy/Data/top1000/apache-camel,/run/media/roy/Data/top1000/apache-camel,https://github.com/apache/camel,camel,Mirror of Apache Camel,Java,831,145972,Thu Jun 02 08:38:53 CEST 2016,false,1208
cucumber,/run/media/roy/Data/top1000/cucumber-cucumber-jvm,/run/media/roy/Data/top1000/cucumber-cucumber-jvm,https://github.com/cucumber/cucumber-jvm,cucumber-jvm,Cucumber for the JVM,Java,1259,25139,Mon May 30 01:26:01 CEST 2016,true,1085
pilgr,/run/media/roy/Data/top1000/pilgr-Paper,/run/media/roy/Data/top1000/pilgr-Paper,https://github.com/pilgr/Paper,Paper,Fast and simple data storage library for Android,Java,940,212,Wed May 04 23:10:03 CEST 2016,true,86
jianghejie,/run/media/roy/Data/top1000/jianghejie-XRecyclerView,/run/media/roy/Data/top1000/jianghejie-XRecyclerView,https://github.com/jianghejie/XRecyclerView,XRecyclerView,a RecyclerView that implements pullrefresh and loadingmore featrues.you can use it like a standard RecyclerView,Java,1125,6401,Mon Apr 25 17:08:45 CEST 2016,true,333
puniverse,/run/media/roy/Data/top1000/puniverse-capsule,/run/media/roy/Data/top1000/puniverse-capsule,https://github.com/puniverse/capsule,capsule,Dead-Simple Packaging and Deployment for JVM Apps,Java,921,6697,Thu May 05 11:41:36 CEST 2016,true,57
real-logic,/run/media/roy/Data/top1000/real-logic-simple-binary-encoding,/run/media/roy/Data/top1000/real-logic-simple-binary-encoding,https://github.com/real-logic/simple-binary-encoding,simple-binary-encoding,Simple Binary Encoding (SBE) - High Performance Message Codec,Java,829,17045,Mon May 30 23:15:54 CEST 2016,true,154
gradle,/run/media/roy/Data/top1000/gradle-gradle,/run/media/roy/Data/top1000/gradle-gradle,https://github.com/gradle/gradle,gradle,A powerful build system for the JVM,Java,3548,182314,Thu Jun 02 10:38:24 CEST 2016,false,1398
kaushikgopal,/run/media/roy/Data/top1000/kaushikgopal-RxJava-Android-Samples,/run/media/roy/Data/top1000/kaushikgopal-RxJava-Android-Samples,https://github.com/kaushikgopal/RxJava-Android-Samples,RxJava-Android-Samples,Learning RxJava for Android by example,Java,3180,613,Wed May 04 02:27:04 CEST 2016,true,594
square,/run/media/roy/Data/top1000/square-javapoet,/run/media/roy/Data/top1000/square-javapoet,https://github.com/square/javapoet,javapoet,A Java API for generating .java source files.,Java,2005,1982,Mon May 30 16:17:14 CEST 2016,true,285
Yalantis,/run/media/roy/Data/top1000/Yalantis-Horizon,/run/media/roy/Data/top1000/Yalantis-Horizon,https://github.com/Yalantis/Horizon,Horizon,Horizon - Simple visual equaliser for Android,Java,965,3902,Fri May 20 13:40:31 CEST 2016,true,115
ivan-vasilev,/run/media/roy/Data/top1000/ivan-vasilev-neuralnetworks,/run/media/roy/Data/top1000/ivan-vasilev-neuralnetworks,https://github.com/ivan-vasilev/neuralnetworks,neuralnetworks,java deep learning algorithms and deep neural networks with gpu acceleration,Java,867,16039,Fri May 06 18:11:32 CEST 2016,true,280
JakeWharton,/run/media/roy/Data/top1000/JakeWharton-ActionBarSherlock,/run/media/roy/Data/top1000/JakeWharton-ActionBarSherlock,https://github.com/JakeWharton/ActionBarSherlock,ActionBarSherlock,[DEPRECATED] Action bar implementation which uses the native action bar on Android 4.0+ and a custom implementation on pre-4.0 through a single API and theme.,Java,7281,21244,Thu Dec 17 18:54:50 CET 2015,true,4199
stephanenicolas,/run/media/roy/Data/top1000/stephanenicolas-robospice,/run/media/roy/Data/top1000/stephanenicolas-robospice,https://github.com/stephanenicolas/robospice,robospice,Repo of the Open Source Android library : RoboSpice. RoboSpice is a modular android library that makes writing asynchronous long running tasks easy. It is specialized in network requests supports caching and offers REST requests out-of-the box using extension modules.,Java,2855,135279,Sat May 07 14:28:49 CEST 2016,true,578
alibaba,/run/media/roy/Data/top1000/alibaba-cobar,/run/media/roy/Data/top1000/alibaba-cobar,https://github.com/alibaba/cobar,cobar,基于MySQL的分布式数据库服务中间件,Java,1210,11443,Tue Mar 08 04:46:00 CET 2016,true,765
igniterealtime,/run/media/roy/Data/top1000/igniterealtime-Smack,/run/media/roy/Data/top1000/igniterealtime-Smack,https://github.com/igniterealtime/Smack,Smack,A highly modular and portable open source XMPP client library written in Java for JVMs and Android,Java,920,25372,Wed Jun 01 21:56:26 CEST 2016,false,466
frogermcs,/run/media/roy/Data/top1000/frogermcs-InstaMaterial,/run/media/roy/Data/top1000/frogermcs-InstaMaterial,https://github.com/frogermcs/InstaMaterial,InstaMaterial,Implementation of Instagram with Material Design (originally based on Emmanuel Pacamalan's concept),Java,2943,4523,Thu Dec 10 17:56:59 CET 2015,true,813
flavienlaurent,/run/media/roy/Data/top1000/flavienlaurent-discrollview,/run/media/roy/Data/top1000/flavienlaurent-discrollview,https://github.com/flavienlaurent/discrollview,discrollview,Scroll + discover = DiscrollView,Java,1120,7692,Sun Nov 22 06:37:55 CET 2015,true,284
jprante,/run/media/roy/Data/top1000/jprante-elasticsearch-jdbc,/run/media/roy/Data/top1000/jprante-elasticsearch-jdbc,https://github.com/jprante/elasticsearch-jdbc,elasticsearch-jdbc,JDBC importer for Elasticsearch,Java,1413,8490,Tue May 31 20:30:47 CEST 2016,true,424
purplecabbage,/run/media/roy/Data/top1000/purplecabbage-phonegap-plugins,/run/media/roy/Data/top1000/purplecabbage-phonegap-plugins,https://github.com/purplecabbage/phonegap-plugins,phonegap-plugins,Plugins for use with PhoneGap. ,Java,1043,62019,Fri Feb 14 10:32:05 CET 2014,true,4454
kevinsawicki,/run/media/roy/Data/top1000/kevinsawicki-http-request,/run/media/roy/Data/top1000/kevinsawicki-http-request,https://github.com/kevinsawicki/http-request,http-request,Java HTTP Request Library,Java,1881,3138,Wed Sep 30 14:02:28 CEST 2015,true,513
xamarin,/run/media/roy/Data/top1000/xamarin-XobotOS,/run/media/roy/Data/top1000/xamarin-XobotOS,https://github.com/xamarin/XobotOS,XobotOS,XobotOS - Android ported to C#,Java,1265,181723,Fri Feb 19 20:28:20 CET 2016,true,266
daizhenjun,/run/media/roy/Data/top1000/daizhenjun-ImageFilterForAndroid,/run/media/roy/Data/top1000/daizhenjun-ImageFilterForAndroid,https://github.com/daizhenjun/ImageFilterForAndroid,ImageFilterForAndroid,,Java,795,1094,Mon Aug 31 03:19:59 CEST 2015,true,443
MiCode,/run/media/roy/Data/top1000/MiCode-FileExplorer,/run/media/roy/Data/top1000/MiCode-FileExplorer,https://github.com/MiCode/FileExplorer,FileExplorer,MIUI文件管理器社区开源版（Community edition of MIUI File Explorer),Java,929,851,Thu Dec 10 23:59:55 CET 2015,true,636
DevLight-Mobile-Agency,/run/media/roy/Data/top1000/DevLight-Mobile-Agency-NavigationTabBar,/run/media/roy/Data/top1000/DevLight-Mobile-Agency-NavigationTabBar,https://github.com/DevLight-Mobile-Agency/NavigationTabBar,NavigationTabBar,Navigation tab bar with colorful interactions.,Java,1711,235,Fri May 20 14:42:25 CEST 2016,true,267
tvbarthel,/run/media/roy/Data/top1000/tvbarthel-BlurDialogFragment,/run/media/roy/Data/top1000/tvbarthel-BlurDialogFragment,https://github.com/tvbarthel/BlurDialogFragment,BlurDialogFragment,Library project to display DialogFragment with a blur effect.,Java,1164,50694,Thu May 12 08:50:04 CEST 2016,true,241
byoutline,/run/media/roy/Data/top1000/byoutline-kickmaterial,/run/media/roy/Data/top1000/byoutline-kickmaterial,https://github.com/byoutline/kickmaterial,kickmaterial,Crowdfunding app concept for Android. Created to showcase new trends in Android development with strong focus on Material Design.,Java,1246,38677,Tue May 24 18:09:44 CEST 2016,true,177
peter-lawrey,/run/media/roy/Data/top1000/peter-lawrey-Java-Chronicle,/run/media/roy/Data/top1000/peter-lawrey-Java-Chronicle,https://github.com/peter-lawrey/Java-Chronicle,Java-Chronicle,Java Indexed Record Chronicle,Java,1044,1339,Sat Jan 02 14:14:52 CET 2016,true,168
romannurik,/run/media/roy/Data/top1000/romannurik-Android-MonthCalendarWidget,/run/media/roy/Data/top1000/romannurik-Android-MonthCalendarWidget,https://github.com/romannurik/Android-MonthCalendarWidget,Android-MonthCalendarWidget,A simple example of a responsive Month Calendar app widget for Android,Java,902,730,Fri Dec 06 22:30:00 CET 2013,true,242
satyan,/run/media/roy/Data/top1000/satyan-sugar,/run/media/roy/Data/top1000/satyan-sugar,https://github.com/satyan/sugar,sugar,Insanely easy way to work with Android Database.  ,Java,1686,14406,Mon May 16 20:45:41 CEST 2016,true,456
lovetuzitong,/run/media/roy/Data/top1000/lovetuzitong-MultiImageSelector,/run/media/roy/Data/top1000/lovetuzitong-MultiImageSelector,https://github.com/lovetuzitong/MultiImageSelector,MultiImageSelector,Image selector for Android device. Support single choice and multi-choice.,Java,1284,3992,Wed May 18 11:51:21 CEST 2016,true,455
nicolasgramlich,/run/media/roy/Data/top1000/nicolasgramlich-AndEngine,/run/media/roy/Data/top1000/nicolasgramlich-AndEngine,https://github.com/nicolasgramlich/AndEngine,AndEngine,Free Android 2D OpenGL Game Engine,Java,2753,24111,Wed May 18 15:20:17 CEST 2016,true,1495
astuetz,/run/media/roy/Data/top1000/astuetz-PagerSlidingTabStrip,/run/media/roy/Data/top1000/astuetz-PagerSlidingTabStrip,https://github.com/astuetz/PagerSlidingTabStrip,PagerSlidingTabStrip,An interactive indicator to navigate between the different pages of a ViewPager,Java,5017,27853,Mon May 30 13:20:06 CEST 2016,true,2510
makovkastar,/run/media/roy/Data/top1000/makovkastar-FloatingActionButton,/run/media/roy/Data/top1000/makovkastar-FloatingActionButton,https://github.com/makovkastar/FloatingActionButton,FloatingActionButton,Android floating action button,Java,3354,12326,Sat Jan 30 02:08:56 CET 2016,true,835
jMonkeyEngine,/run/media/roy/Data/top1000/jMonkeyEngine-jmonkeyengine,/run/media/roy/Data/top1000/jMonkeyEngine-jmonkeyengine,https://github.com/jMonkeyEngine/jmonkeyengine,jmonkeyengine,A complete 3D game development suite written purely in Java.,Java,1054,711301,Sat May 28 18:38:47 CEST 2016,true,350
JetBrains,/run/media/roy/Data/top1000/JetBrains-kotlin,/run/media/roy/Data/top1000/JetBrains-kotlin,https://github.com/JetBrains/kotlin,kotlin,The Kotlin Programming Language,Java,5237,660057,Thu Jun 02 10:35:00 CEST 2016,false,558
querydsl,/run/media/roy/Data/top1000/querydsl-querydsl,/run/media/roy/Data/top1000/querydsl-querydsl,https://github.com/querydsl/querydsl,querydsl,Unified Queries for Java,Java,889,58146,Wed Jun 01 17:30:23 CEST 2016,true,243
jgilfelt,/run/media/roy/Data/top1000/jgilfelt-SystemBarTint,/run/media/roy/Data/top1000/jgilfelt-SystemBarTint,https://github.com/jgilfelt/SystemBarTint,SystemBarTint,[DEPRECATED] Apply background tinting to the Android system UI when using KitKat translucent modes,Java,2934,1099,Sat Sep 05 11:30:48 CEST 2015,false,881
daimajia,/run/media/roy/Data/top1000/daimajia-AndroidImageSlider,/run/media/roy/Data/top1000/daimajia-AndroidImageSlider,https://github.com/daimajia/AndroidImageSlider,AndroidImageSlider,An amazing and convenient Android image slider.,Java,2984,3334,Wed May 18 12:58:59 CEST 2016,true,1027
lzyzsd,/run/media/roy/Data/top1000/lzyzsd-JsBridge,/run/media/roy/Data/top1000/lzyzsd-JsBridge,https://github.com/lzyzsd/JsBridge,JsBridge,android java and javascript bridge inspired by wechat webview jsbridge,Java,1324,291,Thu May 19 02:45:30 CEST 2016,true,335
reactive-streams,/run/media/roy/Data/top1000/reactive-streams-reactive-streams-jvm,/run/media/roy/Data/top1000/reactive-streams-reactive-streams-jvm,https://github.com/reactive-streams/reactive-streams-jvm,reactive-streams-jvm,Reactive Streams Specification for the JVM,Java,1135,1693,Thu Apr 14 20:54:43 CEST 2016,true,93
Tibolte,/run/media/roy/Data/top1000/Tibolte-ElasticDownload,/run/media/roy/Data/top1000/Tibolte-ElasticDownload,https://github.com/Tibolte/ElasticDownload,ElasticDownload,We are not Gif makers We are developers,Java,1196,647,Sat Aug 15 01:04:47 CEST 2015,true,230
mttkay,/run/media/roy/Data/top1000/mttkay-droid-fu,/run/media/roy/Data/top1000/mttkay-droid-fu,https://github.com/mttkay/droid-fu,droid-fu,A utility library for your daily Android needs,Java,958,1723,Thu Jan 31 08:40:06 CET 2013,true,271
CymChad,/run/media/roy/Data/top1000/CymChad-BaseRecyclerViewAdapterHelper,/run/media/roy/Data/top1000/CymChad-BaseRecyclerViewAdapterHelper,https://github.com/CymChad/BaseRecyclerViewAdapterHelper,BaseRecyclerViewAdapterHelper,Powerful and flexible RecyclerAdapterwww.recyclerview.org,Java,1468,47928,Thu Jun 02 08:11:52 CEST 2016,true,250
tangqi92,/run/media/roy/Data/top1000/tangqi92-Android-Tips,/run/media/roy/Data/top1000/tangqi92-Android-Tips,https://github.com/tangqi92/Android-Tips,Android-Tips,An awesome list of tips for android.,Java,2377,209,Sat May 21 11:19:47 CEST 2016,true,672
immutables,/run/media/roy/Data/top1000/immutables-immutables,/run/media/roy/Data/top1000/immutables-immutables,https://github.com/immutables/immutables,immutables,Annotation processor to create immutable objects and builders. Feels like Guava's immutable collections but for regular value objects. JSON Jackson Gson JAX-RS integrations included,Java,944,7431,Sat May 28 07:06:14 CEST 2016,true,59
panwrona,/run/media/roy/Data/top1000/panwrona-DownloadProgressBar,/run/media/roy/Data/top1000/panwrona-DownloadProgressBar,https://github.com/panwrona/DownloadProgressBar,DownloadProgressBar,DownloadProgressBar is an android library that delivers awesome custom progress bar. You can manipulate it's state in every way.,Java,817,887,Sat Aug 15 12:09:32 CEST 2015,true,149
daimajia,/run/media/roy/Data/top1000/daimajia-AndroidViewHover,/run/media/roy/Data/top1000/daimajia-AndroidViewHover,https://github.com/daimajia/AndroidViewHover,AndroidViewHover,An elegant way to show your menu or messages.,Java,2126,7103,Sat May 23 04:11:48 CEST 2015,true,623
yahoo,/run/media/roy/Data/top1000/yahoo-mysql_perf_analyzer,/run/media/roy/Data/top1000/yahoo-mysql_perf_analyzer,https://github.com/yahoo/mysql_perf_analyzer,mysql_perf_analyzer,MySQL Performance Analyzer,Java,1235,7034,Mon Apr 11 17:59:36 CEST 2016,true,169
jgilfelt,/run/media/roy/Data/top1000/jgilfelt-android-sqlite-asset-helper,/run/media/roy/Data/top1000/jgilfelt-android-sqlite-asset-helper,https://github.com/jgilfelt/android-sqlite-asset-helper,android-sqlite-asset-helper,An Android helper class to manage database creation and version management using an application's raw asset files,Java,1517,2361,Thu Jan 14 18:17:00 CET 2016,true,378
klinker41,/run/media/roy/Data/top1000/klinker41-android-slidingactivity,/run/media/roy/Data/top1000/klinker41-android-slidingactivity,https://github.com/klinker41/android-slidingactivity,android-slidingactivity,Android library which allows you to swipe down from an activity to close it.,Java,836,5456,Thu Apr 21 12:01:37 CEST 2016,true,136
square,/run/media/roy/Data/top1000/square-moshi,/run/media/roy/Data/top1000/square-moshi,https://github.com/square/moshi,moshi,A modern JSON library for Android and Java.,Java,1858,793,Sun May 29 04:56:08 CEST 2016,true,145
donglua,/run/media/roy/Data/top1000/donglua-PhotoPicker,/run/media/roy/Data/top1000/donglua-PhotoPicker,https://github.com/donglua/PhotoPicker,PhotoPicker,类似微信的图片选择、预览组件,Java,886,573,Wed May 25 16:47:31 CEST 2016,true,242
NLPchina,/run/media/roy/Data/top1000/NLPchina-ansj_seg,/run/media/roy/Data/top1000/NLPchina-ansj_seg,https://github.com/NLPchina/ansj_seg,ansj_seg,ansj分词.ict的真正java实现.分词效果速度都超过开源版的ict. 中文分词人名识别词性标注用户自定义词典,Java,1932,282364,Thu Jun 02 09:47:26 CEST 2016,true,1140
SpecialCyCi,/run/media/roy/Data/top1000/SpecialCyCi-AndroidResideMenu,/run/media/roy/Data/top1000/SpecialCyCi-AndroidResideMenu,https://github.com/SpecialCyCi/AndroidResideMenu,AndroidResideMenu,The idea of ResideMenu is from Dribbble 1 and 2. It has come true and run in iOS devices. iOS ResideMenu This project is the RefsideMenu Android version. The visual effect is partly referred to iOS version of ResideMenu. And thanks to the authors for the above idea and contribution. ,Java,2130,7008,Thu Nov 05 12:51:14 CET 2015,true,1047
actorapp,/run/media/roy/Data/top1000/actorapp-actor-platform,/run/media/roy/Data/top1000/actorapp-actor-platform,https://github.com/actorapp/actor-platform,actor-platform,Actor Messaging platform,Java,2561,330559,Thu Jun 02 03:04:44 CEST 2016,true,513
baoyongzhang,/run/media/roy/Data/top1000/baoyongzhang-SwipeMenuListView,/run/media/roy/Data/top1000/baoyongzhang-SwipeMenuListView,https://github.com/baoyongzhang/SwipeMenuListView,SwipeMenuListView,[DEPRECATED] A swipe menu for ListView.,Java,2053,1854,Wed Mar 16 06:45:51 CET 2016,true,1017
worker8,/run/media/roy/Data/top1000/worker8-TourGuide,/run/media/roy/Data/top1000/worker8-TourGuide,https://github.com/worker8/TourGuide,TourGuide,TourGuide is an Android library that aims to provide an easy way to add pointers with animations over a desired Android View,Java,1632,542,Wed May 25 18:28:41 CEST 2016,true,260
tjerkw,/run/media/roy/Data/top1000/tjerkw-Android-SlideExpandableListView,/run/media/roy/Data/top1000/tjerkw-Android-SlideExpandableListView,https://github.com/tjerkw/Android-SlideExpandableListView,Android-SlideExpandableListView,A better ExpandableListView with animated expandable views for each list item,Java,1818,6416,Tue Jan 19 08:09:16 CET 2016,true,819
googlesamples,/run/media/roy/Data/top1000/googlesamples-android-testing-templates,/run/media/roy/Data/top1000/googlesamples-android-testing-templates,https://github.com/googlesamples/android-testing-templates,android-testing-templates,,Java,1310,144,Thu May 12 02:19:12 CEST 2016,true,165
flavienlaurent,/run/media/roy/Data/top1000/flavienlaurent-NotBoringActionBar,/run/media/roy/Data/top1000/flavienlaurent-NotBoringActionBar,https://github.com/flavienlaurent/NotBoringActionBar,NotBoringActionBar,News Stand app makes the ActionBar not boring!,Java,1584,5604,Thu Dec 10 03:15:05 CET 2015,true,442
OpenTSDB,/run/media/roy/Data/top1000/OpenTSDB-opentsdb,/run/media/roy/Data/top1000/OpenTSDB-opentsdb,https://github.com/OpenTSDB/opentsdb,opentsdb,A scalable distributed Time Series Database.,Java,2016,37027,Tue May 24 18:46:22 CEST 2016,true,678
glomadrian,/run/media/roy/Data/top1000/glomadrian-material-animated-switch,/run/media/roy/Data/top1000/glomadrian-material-animated-switch,https://github.com/glomadrian/material-animated-switch,material-animated-switch,A material Switch with icon animations and color transitions,Java,854,464,Fri Dec 25 10:20:55 CET 2015,true,121
h6ah4i,/run/media/roy/Data/top1000/h6ah4i-android-advancedrecyclerview,/run/media/roy/Data/top1000/h6ah4i-android-advancedrecyclerview,https://github.com/h6ah4i/android-advancedrecyclerview,android-advancedrecyclerview,RecyclerView extension library which provides advanced features. (ex. Google's Inbox app like swiping Play Music app like drag and drop sorting),Java,2016,1766,Tue May 31 21:24:34 CEST 2016,true,411
pahimar,/run/media/roy/Data/top1000/pahimar-Equivalent-Exchange-3,/run/media/roy/Data/top1000/pahimar-Equivalent-Exchange-3,https://github.com/pahimar/Equivalent-Exchange-3,Equivalent-Exchange-3,,Java,802,14373,Thu Jun 02 03:48:45 CEST 2016,true,471
googlesamples,/run/media/roy/Data/top1000/googlesamples-android-topeka,/run/media/roy/Data/top1000/googlesamples-android-topeka,https://github.com/googlesamples/android-topeka,android-topeka,A fun to play quiz that showcases material design on Android,Java,3394,12256,Mon Apr 11 11:35:30 CEST 2016,true,773
antoniolg,/run/media/roy/Data/top1000/antoniolg-MaterialEverywhere,/run/media/roy/Data/top1000/antoniolg-MaterialEverywhere,https://github.com/antoniolg/MaterialEverywhere,MaterialEverywhere,Showcase of the new AppCompat 21 which includes new Material Theme working in pre-21 devices.,Java,1229,130,Thu Dec 31 14:13:09 CET 2015,true,331
